Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
CALL0190709,Dan,2024-11-18,19:46:25,Technical Support,N,N,119,0:00:44,1
CALL0190710,Diane,2024-11-18,09:11:22,Contract related,Y,Y,94,0:01:22,4
CALL0190711,Greg,2024-11-18,08:03:15,Payment related,Y,Y,114,0:07:37,2
CALL0190712,Becky,2024-11-18,16:27:33,Technical Support,Y,N,92,0:09:04,3
CALL0190713,Jim,2024-11-18,14:38:20,Contract related,Y,Y,31,0:06:43,5
CALL0190714,Jim,2024-11-18,17:57:52,Technical Support,Y,Y,70,0:04:06,5
CALL0190715,Joe,2024-11-18,18:17:55,Streaming,N,N,110,0:00:29,1
CALL0190716,Greg,2024-11-18,08:41:03,Technical Support,Y,Y,57,0:03:13,2
CALL0190717,Martha,2024-11-18,20:05:47,Admin Support,Y,Y,51,0:06:46,5
CALL0190718,Greg,2024-11-18,15:48:43,Streaming,Y,Y,37,0:06:32,4
CALL0190719,Martha,2024-11-18,12:57:18,Admin Support,N,N,145,0:00:23,1
CALL0190720,Dan,2024-11-18,18:34:58,Admin Support,Y,Y,50,0:05:28,3
CALL0190721,Jim,2024-11-18,11:21:16,Contract related,Y,N,63,0:09:52,5
CALL0190722,Jim,2024-11-18,12:54:30,Admin Support,Y,N,48,0:09:24,2
CALL0190723,Stewart,2024-11-18,17:17:22,Payment related,Y,Y,69,0:07:51,3
CALL0190724,Martha,2024-11-18,11:16:33,Streaming,Y,Y,50,0:03:47,1
CALL0190725,Diane,2024-11-18,18:02:57,Payment related,Y,N,62,0:05:53,4
CALL0190726,Greg,2024-11-18,14:16:45,Technical Support,Y,N,82,0:02:01,1
CALL0190727,Joe,2024-11-18,16:19:20,Technical Support,Y,Y,78,0:08:41,3
CALL0190728,Greg,2024-11-18,12:24:03,Contract related,Y,N,63,0:04:53,4
CALL0190729,Becky,2024-11-18,12:56:13,Streaming,Y,Y,69,0:07:49,2
CALL0190730,Joe,2024-11-18,13:49:52,Contract related,Y,Y,97,0:03:25,4
CALL0190731,Dan,2024-11-18,09:09:28,Technical Support,Y,Y,76,0:09:17,5
CALL0190732,Diane,2024-11-18,09:28:26,Streaming,Y,Y,47,0:06:06,3
CALL0190733,Martha,2024-11-18,11:49:00,Payment related,Y,Y,79,0:08:19,5
CALL0190734,Jim,2024-11-18,19:00:57,Admin Support,Y,Y,59,0:02:07,5
CALL0190735,Joe,2024-11-18,08:19:30,Streaming,Y,Y,54,0:01:02,3
CALL0190736,Becky,2024-11-18,10:46:29,Payment related,Y,Y,35,0:06:26,2
CALL0190737,Dan,2024-11-18,09:23:54,Contract related,Y,N,110,0:02:46,5
CALL0190738,Dan,2024-11-18,16:14:49,Payment related,Y,Y,103,0:04:52,5
CALL0190739,Stewart,2024-11-18,20:38:48,Payment related,Y,Y,59,0:06:33,5
CALL0190740,Jim,2024-11-18,16:20:07,Admin Support,Y,Y,46,0:08:43,4
CALL0190741,Diane,2024-11-18,16:35:30,Technical Support,N,N,154,0:00:37,2
CALL0190742,Stewart,2024-11-18,12:38:04,Payment related,Y,Y,56,0:02:36,3
CALL0190743,Martha,2024-11-18,14:35:57,Admin Support,Y,Y,92,0:02:19,5
CALL0190744,Joe,2024-11-18,09:38:55,Admin Support,Y,Y,88,0:07:09,5
CALL0190745,Stewart,2024-11-18,17:40:04,Streaming,N,N,97,0:00:15,2
CALL0190746,Jim,2024-11-18,08:22:54,Technical Support,Y,Y,37,0:03:00,2
CALL0190747,Stewart,2024-11-18,17:38:21,Contract related,Y,Y,67,0:04:15,3
CALL0190748,Joe,2024-11-18,12:32:31,Admin Support,Y,Y,60,0:02:43,4
CALL0190749,Becky,2024-11-18,14:25:59,Technical Support,Y,Y,62,0:05:11,4
CALL0190750,Joe,2024-11-18,18:13:45,Streaming,N,N,44,0:00:21,2
CALL0190751,Martha,2024-11-18,16:43:25,Technical Support,Y,N,60,0:02:48,5
CALL0190752,Dan,2024-11-18,08:24:50,Technical Support,N,N,85,0:00:16,1
CALL0190753,Stewart,2024-11-18,14:18:31,Technical Support,Y,Y,64,0:09:06,4
CALL0190754,Martha,2024-11-18,18:24:01,Payment related,Y,N,80,0:02:50,4
CALL0190755,Diane,2024-11-18,16:10:45,Payment related,Y,Y,67,0:08:39,4
CALL0190756,Diane,2024-11-18,12:49:35,Technical Support,Y,Y,59,0:08:48,4
CALL0190757,Diane,2024-11-18,15:19:08,Technical Support,Y,Y,79,0:04:17,4
CALL0190758,Martha,2024-11-18,14:59:05,Streaming,Y,Y,95,0:04:28,4
CALL0190759,Martha,2024-11-18,14:47:12,Admin Support,Y,N,92,0:04:51,4
CALL0190760,Martha,2024-11-18,19:37:15,Admin Support,Y,Y,45,0:08:06,4
CALL0190761,Diane,2024-11-18,13:09:24,Streaming,Y,Y,85,0:06:07,5
CALL0190762,Stewart,2024-11-18,12:07:32,Payment related,Y,Y,64,0:08:04,5
CALL0190763,Stewart,2024-11-18,15:21:21,Payment related,Y,Y,23,0:07:20,4
CALL0190764,Diane,2024-11-18,20:31:26,Technical Support,Y,Y,28,0:09:54,5
CALL0190765,Joe,2024-11-18,17:16:03,Admin Support,Y,Y,67,0:05:25,5
CALL0190766,Martha,2024-11-18,19:18:12,Contract related,Y,N,53,0:08:57,4
CALL0190767,Dan,2024-11-18,18:24:55,Contract related,Y,N,37,0:03:11,4
CALL0190768,Stewart,2024-11-18,19:45:55,Payment related,N,N,100,0:00:07,1
CALL0190769,Diane,2024-11-18,11:42:55,Technical Support,N,N,202,0:00:36,1
CALL0190770,Becky,2024-11-18,14:41:26,Technical Support,Y,Y,99,0:08:35,5
CALL0190771,Joe,2024-11-18,09:25:27,Payment related,Y,Y,40,0:06:28,4
CALL0190772,Jim,2024-11-18,15:40:17,Admin Support,N,N,133,0:00:19,3
CALL0190773,Joe,2024-11-18,12:19:27,Payment related,Y,Y,63,0:01:55,4
CALL0190774,Diane,2024-11-19,11:26:43,Admin Support,Y,N,65,0:04:50,5
CALL0190775,Joe,2024-11-19,18:42:30,Technical Support,Y,Y,96,0:08:19,5
CALL0190776,Becky,2024-11-19,09:37:24,Technical Support,Y,Y,41,0:08:24,3
CALL0190777,Diane,2024-11-19,08:06:29,Payment related,Y,Y,61,0:05:00,5
CALL0190778,Dan,2024-11-19,17:19:06,Contract related,Y,Y,82,0:07:28,4
CALL0190779,Jim,2024-11-19,08:16:06,Admin Support,Y,Y,97,0:07:46,4
CALL0190780,Stewart,2024-11-19,13:00:08,Payment related,Y,Y,58,0:08:10,5
CALL0190781,Becky,2024-11-19,09:48:36,Streaming,Y,Y,107,0:01:26,4
CALL0190782,Diane,2024-11-19,12:51:27,Streaming,N,N,109,0:00:12,1
CALL0190783,Stewart,2024-11-19,14:50:52,Payment related,Y,Y,25,0:02:57,2
CALL0190784,Jim,2024-11-19,09:37:43,Streaming,Y,N,87,0:08:50,2
CALL0190785,Stewart,2024-11-19,09:54:02,Streaming,Y,Y,71,0:02:30,3
CALL0190786,Jim,2024-11-19,17:19:03,Admin Support,Y,Y,85,0:03:07,3
CALL0190787,Diane,2024-11-19,17:09:00,Admin Support,Y,Y,58,0:03:51,4
CALL0190788,Jim,2024-11-19,09:54:35,Payment related,Y,Y,44,0:03:36,1
CALL0190789,Diane,2024-11-19,13:46:54,Streaming,Y,Y,80,0:01:01,4
CALL0190790,Dan,2024-11-19,08:07:01,Admin Support,Y,N,114,0:01:40,4
CALL0190791,Dan,2024-11-19,17:46:02,Payment related,Y,N,84,0:02:19,4
CALL0190792,Jim,2024-11-19,19:57:16,Technical Support,Y,Y,70,0:07:47,5
CALL0190793,Stewart,2024-11-19,11:20:36,Contract related,Y,Y,54,0:03:15,2
CALL0190794,Greg,2024-11-19,08:58:47,Payment related,Y,Y,86,0:05:14,5
CALL0190795,Martha,2024-11-19,09:37:53,Payment related,Y,Y,75,0:08:11,5
CALL0190796,Becky,2024-11-19,18:16:34,Streaming,Y,N,61,0:05:24,5
CALL0190797,Martha,2024-11-19,17:37:01,Technical Support,Y,Y,52,0:08:47,3
CALL0190798,Joe,2024-11-19,08:45:35,Contract related,Y,N,104,0:05:14,2
CALL0190799,Becky,2024-11-19,17:24:15,Technical Support,N,N,123,0:00:42,1
CALL0190800,Greg,2024-11-19,14:57:44,Payment related,Y,Y,70,0:03:58,2
CALL0190801,Dan,2024-11-19,09:18:19,Payment related,Y,Y,55,0:08:07,3
CALL0190802,Joe,2024-11-19,15:13:42,Technical Support,N,N,195,0:00:35,2
CALL0190803,Stewart,2024-11-19,09:01:11,Streaming,Y,Y,53,0:07:55,3
CALL0190804,Martha,2024-11-19,20:21:28,Contract related,Y,Y,92,0:06:01,3
CALL0190805,Joe,2024-11-19,14:59:07,Technical Support,Y,Y,83,0:01:37,3
CALL0190806,Becky,2024-11-19,12:54:00,Contract related,Y,Y,103,0:06:42,2
CALL0190807,Stewart,2024-11-19,11:04:10,Admin Support,Y,Y,70,0:06:53,5
CALL0190808,Martha,2024-11-19,14:08:45,Payment related,Y,Y,74,0:01:43,4
CALL0190809,Martha,2024-11-19,09:47:42,Technical Support,N,N,112,0:00:14,2
CALL0190810,Joe,2024-11-19,15:24:34,Technical Support,Y,Y,97,0:03:58,3
CALL0190811,Joe,2024-11-19,17:04:12,Technical Support,Y,Y,36,0:09:06,4
CALL0190812,Diane,2024-11-19,17:17:25,Payment related,Y,Y,32,0:05:03,5
CALL0190813,Martha,2024-11-19,10:23:07,Admin Support,Y,N,55,0:04:27,4
CALL0190814,Stewart,2024-11-19,14:16:02,Contract related,Y,Y,75,0:03:27,4
CALL0190815,Stewart,2024-11-19,18:03:06,Admin Support,Y,N,80,0:01:12,4
CALL0190816,Dan,2024-11-19,18:49:33,Admin Support,Y,Y,79,0:07:42,5
CALL0190817,Joe,2024-11-19,18:07:55,Streaming,Y,Y,71,0:04:03,5
CALL0190818,Jim,2024-11-19,10:25:49,Payment related,Y,Y,114,0:02:44,2
CALL0190819,Martha,2024-11-19,09:39:57,Contract related,Y,Y,24,0:09:48,4
CALL0190820,Jim,2024-11-19,11:48:57,Payment related,Y,Y,74,0:05:15,5
CALL0190821,Greg,2024-11-19,11:16:24,Payment related,Y,Y,69,0:01:36,4
CALL0190822,Jim,2024-11-19,08:54:25,Payment related,Y,Y,42,0:03:51,4
CALL0190823,Martha,2024-11-19,20:24:46,Payment related,Y,Y,68,0:01:22,3
CALL0190824,Greg,2024-11-19,13:09:15,Contract related,Y,Y,93,0:06:05,4
CALL0190825,Stewart,2024-11-19,20:04:34,Payment related,Y,Y,47,0:06:52,2
CALL0190826,Dan,2024-11-19,19:14:31,Streaming,Y,Y,75,0:05:07,2
CALL0190827,Joe,2024-11-19,13:09:39,Technical Support,Y,N,52,0:02:19,4
CALL0190828,Stewart,2024-11-19,12:11:46,Admin Support,Y,N,14,0:05:37,3
CALL0190829,Becky,2024-11-19,10:24:06,Admin Support,Y,N,94,0:05:27,4
CALL0190830,Becky,2024-11-19,11:42:46,Streaming,Y,Y,117,0:05:41,5
CALL0190831,Martha,2024-11-19,19:42:38,Technical Support,Y,Y,67,0:09:29,5
CALL0190832,Dan,2024-11-19,13:55:19,Contract related,Y,Y,63,0:07:18,3
CALL0190833,Greg,2024-11-19,13:55:32,Contract related,Y,Y,47,0:06:04,5
CALL0190834,Stewart,2024-11-19,09:05:46,Contract related,Y,Y,62,0:08:00,4
CALL0190835,Becky,2024-11-19,18:17:20,Admin Support,Y,N,12,0:07:51,4
CALL0190836,Stewart,2024-11-19,15:02:05,Payment related,Y,Y,95,0:02:42,3
CALL0190837,Jim,2024-11-19,10:10:31,Streaming,Y,N,12,0:06:45,5
CALL0190838,Jim,2024-11-19,09:55:26,Contract related,N,N,149,0:00:31,2
CALL0190839,Dan,2024-11-19,20:13:14,Payment related,Y,Y,110,0:06:41,4
CALL0190840,Jim,2024-11-19,16:44:31,Payment related,Y,N,49,0:03:15,3
CALL0190841,Dan,2024-11-19,12:15:11,Streaming,Y,Y,97,0:06:29,4
CALL0190842,Joe,2024-11-19,14:58:34,Contract related,Y,Y,58,0:01:23,4
CALL0190843,Dan,2024-11-19,08:11:09,Payment related,Y,Y,77,0:01:49,4
CALL0190844,Dan,2024-11-19,13:22:00,Streaming,Y,Y,64,0:06:55,2
CALL0190845,Dan,2024-11-19,14:44:10,Streaming,Y,N,39,0:05:07,5
CALL0190846,Martha,2024-11-19,19:23:10,Admin Support,Y,Y,116,0:08:11,5
CALL0190847,Becky,2024-11-19,13:56:19,Technical Support,Y,Y,14,0:01:33,5
CALL0190848,Stewart,2024-11-19,20:26:45,Streaming,Y,Y,73,0:05:09,2
CALL0190849,Jim,2024-11-19,11:24:08,Payment related,Y,Y,83,0:07:47,3
CALL0190850,Jim,2024-11-19,12:15:39,Technical Support,N,N,164,0:00:08,1
CALL0190851,Stewart,2024-11-19,20:25:24,Admin Support,Y,Y,102,0:02:33,5
CALL0190852,Greg,2024-11-19,15:03:26,Admin Support,Y,Y,48,0:07:44,3
CALL0190853,Greg,2024-11-19,20:13:21,Contract related,N,N,48,0:00:38,1
CALL0190854,Joe,2024-11-19,12:18:39,Technical Support,Y,N,58,0:02:50,3
CALL0190855,Dan,2024-11-19,15:33:42,Technical Support,Y,Y,80,0:07:10,5
CALL0190856,Becky,2024-11-19,11:13:51,Contract related,Y,Y,51,0:06:57,5
CALL0190857,Becky,2024-11-19,16:00:23,Contract related,Y,N,51,0:06:37,4
CALL0190858,Becky,2024-11-19,09:29:01,Admin Support,Y,Y,63,0:04:48,5
CALL0190859,Diane,2024-11-19,12:54:08,Admin Support,Y,Y,91,0:09:23,5
CALL0190860,Greg,2024-11-19,12:09:49,Streaming,Y,Y,82,0:06:11,2
CALL0190861,Diane,2024-11-19,13:50:46,Streaming,Y,Y,5,0:04:45,4
CALL0190862,Joe,2024-11-19,18:56:24,Contract related,Y,Y,63,0:03:12,4
CALL0190863,Becky,2024-11-19,15:53:03,Technical Support,Y,Y,79,0:05:40,5
CALL0190864,Jim,2024-11-19,19:06:37,Contract related,Y,Y,89,0:01:37,5
CALL0190865,Joe,2024-11-19,10:29:53,Admin Support,Y,Y,79,0:09:32,4
CALL0190866,Diane,2024-11-19,10:32:08,Admin Support,Y,Y,80,0:06:04,2
CALL0190867,Martha,2024-11-19,13:14:13,Technical Support,N,N,125,0:00:06,2
CALL0190868,Joe,2024-11-19,13:40:57,Technical Support,Y,Y,84,0:01:50,4
CALL0190869,Stewart,2024-11-19,20:56:09,Payment related,N,N,20,0:00:15,3
CALL0190870,Becky,2024-11-19,16:47:50,Payment related,N,N,102,0:00:44,1
CALL0190871,Joe,2024-11-19,15:26:59,Streaming,Y,Y,72,0:05:54,3
CALL0190872,Stewart,2024-11-19,12:55:49,Admin Support,Y,Y,22,0:07:24,4
CALL0190873,Becky,2024-11-19,10:40:13,Technical Support,N,N,151,0:00:41,1
CALL0190874,Greg,2024-11-19,18:34:45,Streaming,Y,N,36,0:01:06,5
CALL0190875,Diane,2024-11-19,11:10:55,Admin Support,Y,Y,86,0:03:41,4
CALL0190876,Stewart,2024-11-19,09:24:15,Technical Support,Y,Y,95,0:02:45,5
CALL0190877,Dan,2024-11-19,20:36:53,Admin Support,Y,Y,72,0:06:16,5
CALL0190878,Becky,2024-11-19,10:37:28,Admin Support,N,N,160,0:00:09,2
CALL0190879,Stewart,2024-11-19,19:09:04,Contract related,Y,Y,57,0:01:29,5
CALL0190880,Joe,2024-11-19,16:39:04,Streaming,Y,Y,104,0:01:35,5
CALL0190881,Joe,2024-11-19,08:07:02,Admin Support,Y,Y,88,0:07:56,5
CALL0190882,Greg,2024-11-19,08:49:04,Contract related,Y,N,16,0:02:17,4
CALL0190883,Jim,2024-11-19,15:04:54,Streaming,Y,Y,39,0:04:10,5
CALL0190884,Stewart,2024-11-19,14:16:43,Technical Support,N,N,157,0:00:09,2
CALL0190885,Greg,2024-11-19,10:45:22,Streaming,Y,Y,49,0:09:11,4
CALL0190886,Jim,2024-11-19,14:06:11,Admin Support,Y,Y,61,0:09:09,5
CALL0190887,Martha,2024-11-19,13:36:59,Admin Support,Y,N,92,0:06:43,2
CALL0190888,Becky,2024-11-19,08:30:56,Admin Support,Y,Y,88,0:05:48,4
CALL0190889,Becky,2024-11-19,15:12:54,Contract related,Y,Y,15,0:05:42,4
CALL0190890,Joe,2024-11-19,17:13:18,Streaming,Y,N,51,0:05:45,4
CALL0190891,Joe,2024-11-19,14:12:33,Technical Support,N,N,186,0:00:30,2
CALL0190892,Dan,2024-11-19,15:50:36,Admin Support,Y,Y,49,0:08:25,5
CALL0190893,Becky,2024-11-19,19:54:14,Streaming,Y,Y,69,0:05:54,4
CALL0190894,Jim,2024-11-19,14:32:32,Technical Support,Y,Y,79,0:05:47,5
CALL0190895,Martha,2024-11-19,09:51:18,Admin Support,Y,Y,82,0:07:11,2
CALL0190896,Joe,2024-11-19,08:05:07,Streaming,Y,Y,38,0:08:52,4
CALL0190897,Diane,2024-11-19,17:16:11,Payment related,Y,Y,86,0:04:54,4
CALL0190898,Diane,2024-11-19,14:51:14,Streaming,Y,Y,53,0:05:57,5
CALL0190899,Greg,2024-11-19,15:41:11,Payment related,N,N,126,0:00:24,3
CALL0190900,Martha,2024-11-19,13:02:30,Streaming,Y,Y,81,0:08:36,4
CALL0190901,Greg,2024-11-19,20:53:37,Technical Support,Y,Y,48,0:05:19,4
CALL0190902,Stewart,2024-11-19,20:21:52,Streaming,Y,Y,53,0:09:55,4
CALL0190903,Greg,2024-11-19,13:35:39,Streaming,Y,Y,70,0:01:19,5
CALL0190904,Jim,2024-11-19,17:54:02,Contract related,N,N,143,0:00:05,2
CALL0190905,Dan,2024-11-19,12:15:07,Payment related,Y,Y,98,0:09:13,3
CALL0190906,Stewart,2024-11-19,13:47:42,Admin Support,Y,N,58,0:08:22,4
CALL0190907,Stewart,2024-11-19,13:52:36,Payment related,Y,Y,51,0:05:13,4
CALL0190908,Diane,2024-11-19,20:29:06,Contract related,Y,Y,47,0:06:37,4
CALL0190909,Becky,2024-11-19,10:38:01,Admin Support,Y,Y,67,0:09:16,5
CALL0190910,Diane,2024-11-19,12:12:40,Streaming,N,N,111,0:00:38,1
CALL0190911,Joe,2024-11-19,11:46:45,Admin Support,Y,Y,37,0:02:28,4
CALL0190912,Jim,2024-11-19,10:49:29,Streaming,Y,Y,82,0:05:30,2
CALL0190913,Joe,2024-11-19,10:38:48,Technical Support,Y,Y,109,0:03:11,5
CALL0190914,Diane,2024-11-19,13:55:03,Streaming,Y,Y,68,0:02:48,3
CALL0190915,Jim,2024-11-19,11:23:35,Technical Support,Y,N,94,0:06:21,5
CALL0190916,Becky,2024-11-19,11:59:33,Technical Support,Y,Y,90,0:01:14,4
CALL0190917,Stewart,2024-11-19,08:10:33,Payment related,Y,Y,74,0:05:09,3
CALL0190918,Diane,2024-11-19,18:13:40,Payment related,Y,Y,72,0:05:43,3
CALL0190919,Joe,2024-11-19,13:51:25,Payment related,Y,Y,74,0:04:14,4
CALL0190920,Martha,2024-11-19,17:14:40,Payment related,Y,Y,80,0:09:58,5
CALL0190921,Dan,2024-11-19,10:47:59,Payment related,Y,Y,81,0:06:12,5
CALL0190922,Joe,2024-11-19,18:43:30,Streaming,Y,Y,66,0:05:38,2
CALL0190923,Jim,2024-11-19,10:18:26,Streaming,Y,Y,42,0:08:12,3
CALL0190924,Becky,2024-11-19,19:57:15,Contract related,N,N,129,0:00:24,3
CALL0190925,Joe,2024-11-19,18:21:34,Admin Support,Y,Y,51,0:06:54,4
CALL0190926,Becky,2024-11-19,15:23:57,Payment related,N,N,106,0:00:15,3
CALL0190927,Dan,2024-11-19,19:00:52,Contract related,Y,Y,60,0:03:00,2
CALL0190928,Becky,2024-11-19,11:41:52,Admin Support,Y,Y,93,0:08:58,4
CALL0190929,Martha,2024-11-19,20:59:37,Contract related,Y,Y,57,0:01:58,4
CALL0190930,Stewart,2024-11-19,13:38:27,Technical Support,Y,N,59,0:02:10,4
CALL0190931,Martha,2024-11-19,20:18:49,Contract related,Y,Y,36,0:08:53,4
CALL0190932,Joe,2024-11-19,20:47:32,Payment related,Y,Y,69,0:09:11,2
CALL0190933,Greg,2024-11-19,20:53:37,Admin Support,Y,Y,62,0:04:47,3
CALL0190934,Joe,2024-11-19,11:54:48,Technical Support,N,N,94,0:00:44,3
CALL0190935,Martha,2024-11-19,11:03:53,Contract related,Y,N,52,0:04:54,5
CALL0190936,Becky,2024-11-19,17:10:20,Contract related,Y,Y,72,0:04:59,3
CALL0190937,Stewart,2024-11-19,11:08:05,Payment related,Y,Y,73,0:07:23,5
CALL0190938,Stewart,2024-11-19,12:25:28,Technical Support,Y,Y,59,0:02:56,5
CALL0190939,Becky,2024-11-19,11:25:05,Technical Support,Y,Y,42,0:06:24,4
CALL0190940,Greg,2024-11-19,14:36:23,Admin Support,N,N,76,0:00:21,1
CALL0190941,Stewart,2024-11-19,08:08:53,Admin Support,Y,Y,28,0:05:02,5
CALL0190942,Becky,2024-11-19,17:10:30,Contract related,Y,Y,47,0:09:29,4
CALL0190943,Greg,2024-11-19,20:35:01,Technical Support,Y,Y,27,0:03:34,5
CALL0190944,Stewart,2024-11-19,14:36:45,Payment related,Y,Y,74,0:02:13,4
CALL0190945,Diane,2024-11-19,08:41:52,Admin Support,Y,Y,125,0:04:41,5
CALL0190946,Martha,2024-11-19,15:54:19,Contract related,Y,Y,63,0:02:57,4
CALL0190947,Becky,2024-11-19,17:42:07,Admin Support,N,N,151,0:00:16,3
CALL0190948,Greg,2024-11-19,17:32:56,Admin Support,Y,Y,90,0:03:05,4
CALL0190949,Jim,2024-11-19,08:40:50,Payment related,Y,Y,93,0:09:04,3
CALL0190950,Jim,2024-11-19,11:52:45,Admin Support,N,N,75,0:00:28,1
CALL0190951,Jim,2024-11-19,09:21:08,Admin Support,N,N,83,0:00:35,1
CALL0190952,Diane,2024-11-19,20:41:00,Admin Support,Y,Y,14,0:06:23,5
CALL0190953,Jim,2024-11-19,14:49:47,Technical Support,Y,Y,63,0:01:18,4
CALL0190954,Dan,2024-11-19,16:36:44,Admin Support,Y,Y,94,0:03:01,5
CALL0190955,Jim,2024-11-19,13:08:06,Admin Support,Y,Y,49,0:08:06,4
CALL0190956,Stewart,2024-11-19,09:53:45,Payment related,Y,N,110,0:01:09,3
CALL0190957,Joe,2024-11-19,20:14:02,Payment related,Y,Y,83,0:08:58,4
CALL0190958,Diane,2024-11-19,13:16:00,Payment related,Y,N,55,0:03:43,3
CALL0190959,Greg,2024-11-19,11:18:28,Payment related,N,N,31,0:00:31,1
CALL0190960,Diane,2024-11-19,10:31:31,Admin Support,Y,Y,50,0:07:46,2
CALL0190961,Stewart,2024-11-19,13:58:50,Streaming,Y,Y,71,0:09:04,4
CALL0190962,Joe,2024-11-19,17:56:04,Contract related,Y,Y,75,0:06:31,5
CALL0190963,Dan,2024-11-19,14:29:39,Admin Support,N,N,125,0:00:29,2
CALL0190964,Dan,2024-11-19,20:33:50,Contract related,Y,Y,34,0:08:30,5
CALL0190965,Joe,2024-11-19,13:35:51,Contract related,N,N,158,0:00:31,3
CALL0190966,Diane,2024-11-19,09:40:36,Technical Support,Y,Y,66,0:01:14,4
CALL0190967,Becky,2024-11-19,10:24:43,Contract related,Y,Y,45,0:06:13,4
CALL0190968,Stewart,2024-11-19,13:42:24,Technical Support,Y,Y,74,0:05:54,3
CALL0190969,Dan,2024-11-19,09:46:47,Contract related,Y,Y,33,0:06:43,3
CALL0190970,Greg,2024-11-19,14:08:08,Technical Support,Y,N,52,0:09:36,5
CALL0190971,Greg,2024-11-19,08:21:56,Contract related,Y,Y,30,0:05:24,3
CALL0190972,Stewart,2024-11-19,13:39:51,Payment related,Y,Y,55,0:07:07,4
CALL0190973,Joe,2024-11-19,09:46:28,Technical Support,Y,Y,79,0:06:59,3
CALL0190974,Greg,2024-11-19,12:32:52,Streaming,Y,Y,57,0:04:15,5
CALL0190975,Martha,2024-11-19,14:42:59,Payment related,Y,Y,77,0:01:33,4
CALL0190976,Becky,2024-11-19,18:12:18,Admin Support,N,N,155,0:00:13,1
CALL0190977,Stewart,2024-11-19,11:21:34,Streaming,Y,Y,35,0:03:37,4
CALL0190978,Greg,2024-11-19,10:31:44,Technical Support,Y,Y,52,0:01:31,5
CALL0190979,Stewart,2024-11-19,17:34:46,Payment related,Y,N,42,0:01:25,3
CALL0190980,Stewart,2024-11-19,12:59:22,Contract related,Y,Y,78,0:04:49,3
CALL0190981,Stewart,2024-11-19,17:33:36,Contract related,Y,N,85,0:04:30,4
CALL0190982,Martha,2024-11-19,15:35:23,Contract related,Y,Y,33,0:04:42,5
CALL0190983,Diane,2024-11-19,12:40:11,Payment related,Y,N,100,0:03:00,3
CALL0190984,Martha,2024-11-19,16:00:20,Streaming,Y,Y,93,0:08:03,4
CALL0190985,Dan,2024-11-19,15:54:57,Contract related,Y,Y,42,0:05:18,5
CALL0190986,Greg,2024-11-19,17:32:27,Payment related,Y,N,9,0:08:02,3
CALL0190987,Martha,2024-11-19,20:19:00,Contract related,Y,Y,65,0:01:00,1
CALL0190988,Jim,2024-11-19,19:27:16,Contract related,Y,Y,32,0:09:21,3
CALL0190989,Stewart,2024-11-19,20:59:19,Technical Support,Y,Y,40,0:04:52,3
CALL0190990,Dan,2024-11-19,19:34:50,Payment related,Y,Y,75,0:08:24,5
CALL0190991,Dan,2024-11-19,19:17:07,Technical Support,Y,Y,59,0:08:57,1
CALL0190992,Greg,2024-11-19,14:01:55,Contract related,Y,Y,71,0:04:23,5
CALL0190993,Diane,2024-11-19,09:08:21,Payment related,Y,Y,48,0:01:28,4
CALL0190994,Joe,2024-11-19,09:46:48,Streaming,Y,Y,48,0:03:46,2
CALL0190995,Joe,2024-11-19,20:54:08,Admin Support,Y,Y,90,0:08:59,3
CALL0190996,Greg,2024-11-19,10:46:44,Streaming,Y,Y,48,0:09:49,4
CALL0190997,Becky,2024-11-19,08:21:25,Payment related,Y,Y,69,0:09:49,3
CALL0190998,Becky,2024-11-19,09:02:46,Technical Support,Y,Y,66,0:04:27,4
CALL0190999,Greg,2024-11-19,12:52:50,Contract related,Y,N,88,0:01:17,4
CALL0191000,Greg,2024-11-19,10:06:37,Streaming,Y,N,70,0:09:05,4
CALL0191001,Jim,2024-11-19,20:45:33,Streaming,N,N,121,0:00:08,2
CALL0191002,Greg,2024-11-19,08:05:27,Admin Support,Y,Y,99,0:02:46,3
CALL0191003,Martha,2024-11-19,10:02:45,Streaming,Y,Y,99,0:05:06,5
CALL0191004,Stewart,2024-11-19,10:03:25,Payment related,Y,Y,5,0:04:08,1
CALL0191005,Becky,2024-11-19,19:30:18,Streaming,Y,Y,63,0:01:42,4
CALL0191006,Stewart,2024-11-19,20:04:39,Contract related,Y,N,50,0:06:01,3
CALL0191007,Joe,2024-11-19,11:21:41,Admin Support,Y,Y,86,0:03:37,4
CALL0191008,Diane,2024-11-19,19:58:25,Technical Support,Y,Y,88,0:05:30,2
CALL0191009,Dan,2024-11-19,11:30:20,Technical Support,Y,Y,33,0:05:31,4
CALL0191010,Stewart,2024-11-19,11:52:39,Contract related,Y,Y,58,0:01:39,4
CALL0191011,Greg,2024-11-19,18:11:51,Payment related,Y,Y,5,0:06:16,4
CALL0191012,Martha,2024-11-19,12:56:50,Payment related,N,N,172,0:00:16,1
CALL0191013,Martha,2024-11-19,14:40:57,Admin Support,Y,N,34,0:02:33,5
CALL0191014,Jim,2024-11-19,18:51:26,Admin Support,Y,Y,59,0:03:16,4
CALL0191015,Diane,2024-11-19,16:37:19,Technical Support,N,N,172,0:00:19,3
CALL0191016,Greg,2024-11-19,14:56:58,Payment related,Y,Y,81,0:07:50,4
